vidid,Predicted
VID_15831,2
VID_5942,1
VID_15029,1
VID_4352,1
VID_21653,1
VID_6190,1
VID_7095,1
VID_2485,1
VID_6437,4
VID_11325,1
VID_13363,1
VID_6398,2
VID_10189,2
VID_18253,1
VID_15829,1
VID_12349,1
VID_11887,1
VID_22327,1
VID_10815,1
VID_1776,2
VID_3175,1
VID_21068,1
VID_7316,1
VID_21999,2
VID_19345,2
VID_3700,6
VID_7802,3
VID_2126,1
VID_1254,1
VID_18091,1
VID_323,1
VID_605,1
VID_22819,1
VID_6178,3
VID_20098,1
VID_18451,1
VID_21177,2
VID_6010,1
VID_21931,1
VID_14297,1
VID_19770,1
VID_18120,1
VID_1563,1
VID_976,1
VID_5235,2
VID_4540,2
VID_17883,1
VID_16527,1
VID_1118,4
VID_22359,1
VID_10076,1
VID_654,1
VID_15065,2
VID_16385,1
VID_767,1
VID_18898,1
VID_11910,2
VID_11880,1
VID_23174,1
VID_6947,1
VID_23593,1
VID_20704,1
VID_6935,3
VID_19859,1
VID_6578,2
VID_9747,1
VID_13132,1
VID_8734,1
VID_22732,1
VID_18516,1
VID_1949,2
VID_22124,1
VID_8310,1
VID_14424,1
VID_18895,1
VID_13210,1
VID_14732,1
VID_6603,3
VID_19754,1
VID_9276,1
VID_6369,4
VID_12207,1
VID_11183,1
VID_18547,1
VID_12303,7
VID_1587,1
VID_22246,1
VID_16300,1
VID_4282,1
VID_12064,1
VID_20842,1
VID_21172,1
VID_4541,1
VID_12477,1
VID_18127,1
VID_1502,3
VID_18016,1
VID_10950,1
VID_11735,2
VID_11959,1
VID_20482,1
VID_5816,3
VID_7301,3
VID_226,3
VID_20856,1
VID_5107,1
VID_11678,1
VID_23497,1
VID_6797,3
VID_22106,1
VID_10151,1
VID_6725,1
VID_2435,1
VID_17908,1
VID_454,1
VID_23067,2
VID_21609,1
VID_3253,1
VID_5935,1
VID_1568,1
VID_14804,1
VID_22087,1
VID_9497,1
VID_4592,1
VID_5831,3
VID_11356,1
VID_17667,1
VID_13649,1
VID_7974,1
VID_6013,1
VID_4389,1
VID_19030,1
VID_832,1
VID_14244,1
VID_282,1
VID_17406,1
VID_12603,5
VID_4580,1
VID_9481,2
VID_22005,1
VID_20093,1
VID_3816,1
VID_12403,3
VID_16868,4
VID_11701,1
VID_16884,1
VID_7812,1
VID_1655,1
VID_21729,1
VID_6951,1
VID_17539,1
VID_2956,17
VID_10006,1
VID_14881,1
VID_1138,2
VID_14030,1
VID_3201,3
VID_17876,1
VID_20857,1
VID_2154,1
VID_5544,1
VID_10712,1
VID_6910,1
VID_2882,1
VID_15719,2
VID_2706,1
VID_143,2
VID_10659,1
VID_22669,9
VID_3256,6
VID_18252,1
VID_137,2
VID_8672,1
VID_12118,1
VID_6922,1
VID_17178,1
VID_4557,1
VID_8160,1
VID_6384,1
VID_23225,1
VID_17567,4
VID_3948,4
VID_9140,1
VID_7953,1
VID_11092,1
VID_1181,2
VID_8841,1
VID_1656,1
VID_1754,1
VID_9938,1
VID_14679,1
VID_19110,1
VID_17072,1
VID_18196,1
VID_14429,1
VID_20829,1
VID_1727,1
VID_4614,1
VID_16758,2
VID_44,1
VID_15213,1
VID_1709,1
VID_5094,2
VID_15523,1
VID_14180,1
VID_17357,1
VID_23027,1
VID_9263,1
VID_739,1
VID_4921,2
VID_12691,1
VID_3569,1
VID_5953,1
VID_21747,4
VID_9598,1
VID_176,1
VID_19040,1
VID_6705,1
VID_21343,1
VID_4162,2
VID_22679,2
VID_19508,1
VID_2131,1
VID_9655,1
VID_4729,1
VID_21712,1
VID_23591,1
VID_1571,2
VID_19048,1
VID_10794,1
VID_8462,1
VID_7572,1
VID_19660,4
VID_10977,2
VID_18270,1
VID_10621,1
VID_20459,2
VID_8902,6
VID_8879,2
VID_23588,1
VID_21748,1
VID_17517,1
VID_17678,1
VID_12011,2
VID_21869,1
VID_7035,1
VID_915,1
VID_3330,3
VID_21146,1
VID_5812,1
VID_21236,1
VID_19792,1
VID_11920,1
VID_8060,2
VID_11201,1
VID_4814,1
VID_2255,1
VID_1557,1
VID_4517,1
VID_1847,1
VID_12468,3
VID_17563,1
VID_6092,1
VID_8505,1
VID_3145,4
VID_4523,12
VID_5572,1
VID_15622,1
VID_23664,1
VID_1199,1
VID_20859,1
VID_20219,1
VID_14843,1
VID_10143,1
VID_18589,1
VID_12417,2
VID_13581,1
VID_3415,1
VID_17443,1
VID_4628,1
VID_2661,3
VID_7209,1
VID_7870,1
VID_17045,1
VID_20063,1
VID_11909,1
VID_17225,2
VID_14680,1
VID_7326,1
VID_15140,1
VID_2324,1
VID_2936,1
VID_18115,1
VID_9316,1
VID_18367,1
VID_15205,1
VID_3068,1
VID_6319,2
VID_14285,1
VID_20949,1
VID_7519,1
VID_5836,1
VID_20268,1
VID_12833,1
VID_17659,2
VID_7137,1
VID_22579,1
VID_21681,1
VID_2911,1
VID_23348,7
VID_15619,1
VID_10327,2
VID_13590,1
VID_9793,1
VID_22698,1
VID_2798,1
VID_15022,1
VID_23502,10
VID_865,1
VID_12126,1
VID_10439,5
VID_3103,1
VID_10764,1
VID_20169,1
VID_20766,1
VID_20512,1
VID_21472,1
VID_18887,1
VID_922,1
VID_21984,2
VID_16563,1
VID_16788,2
VID_17778,1
VID_1904,5
VID_928,1
VID_12845,2
VID_6422,10
VID_10221,1
VID_15977,1
VID_21774,3
VID_19891,1
VID_23519,1
VID_9823,1
VID_17541,1
VID_15111,1
VID_19743,2
VID_5621,1
VID_7492,4
VID_4974,1
VID_3104,1
VID_22084,1
VID_8234,1
VID_13324,1
VID_18874,1
VID_12753,1
VID_3226,1
VID_5911,1
VID_18670,2
VID_13918,1
VID_22137,1
VID_5582,1
VID_17134,1
VID_6065,1
VID_7714,1
VID_19758,1
VID_5181,1
VID_11772,1
VID_10293,1
VID_18907,1
VID_11238,1
VID_9684,1
VID_14439,1
VID_3502,4
VID_4648,1
VID_13653,1
VID_7319,3
VID_22221,1
VID_10521,1
VID_23193,2
VID_9209,1
VID_386,1
VID_41,1
VID_4129,2
VID_1323,1
VID_19618,4
VID_6806,6
VID_5608,2
VID_8789,1
VID_16467,1
VID_3723,1
VID_4399,1
VID_259,1
VID_17597,1
VID_21110,1
VID_293,1
VID_22872,1
VID_3543,1
VID_17344,1
VID_2219,1
VID_4004,1
VID_4449,1
VID_3243,1
VID_11767,1
VID_19467,1
VID_16918,1
VID_8455,1
VID_20744,1
VID_20358,1
VID_23417,1
VID_4859,1
VID_21291,1
VID_2742,1
VID_932,1
VID_4665,1
VID_1931,1
VID_834,9
VID_16455,1
VID_18695,2
VID_12570,1
VID_3363,1
VID_1429,1
VID_23147,7
VID_370,1
VID_8257,1
VID_14746,1
VID_12892,3
VID_9440,1
VID_6662,1
VID_2439,1
VID_18596,2
VID_5669,1
VID_20658,6
VID_5661,2
VID_19314,1
VID_21996,1
VID_4895,1
VID_17999,2
VID_1786,1
VID_23173,2
VID_7943,1
VID_12577,1
VID_17318,1
VID_21978,4
VID_11917,1
VID_7819,1
VID_16076,1
VID_1612,1
VID_17300,1
VID_19434,1
VID_5088,1
VID_21732,1
VID_12730,1
VID_1460,1
VID_17895,1
VID_16178,1
VID_22430,7
VID_12248,1
VID_18022,1
VID_3374,1
VID_3356,1
VID_23558,1
VID_21886,4
VID_12680,1
VID_5318,4
VID_18729,1
VID_3743,2
VID_22340,1
VID_7883,1
VID_14571,1
VID_20046,1
VID_14313,1
VID_19082,1
VID_11669,1
VID_2403,1
VID_7712,1
VID_18609,2
VID_11421,1
VID_17566,2
VID_18756,1
VID_4247,2
VID_873,1
VID_5746,1
VID_13164,1
VID_7328,1
VID_12080,3
VID_6225,1
VID_21762,58
VID_7152,1
VID_18531,2
VID_13933,1
VID_20645,1
VID_7912,1
VID_3764,3
VID_1419,1
VID_10266,1
VID_17267,1
VID_17708,1
VID_14260,1
VID_22827,1
VID_15849,1
VID_6295,1
VID_4035,1
VID_15408,1
VID_17222,2
VID_6272,1
VID_11058,1
VID_7933,1
VID_10786,1
VID_15374,1
VID_19008,1
VID_2844,1
VID_12873,1
VID_1355,3
VID_19948,1
VID_13963,1
VID_21011,1
VID_21482,1
VID_21047,1
VID_4720,2
VID_22653,1
VID_17703,1
VID_13037,1
VID_18144,1
VID_23720,4
VID_15700,1
VID_2508,1
VID_22904,1
VID_17530,1
VID_18410,1
VID_1699,1
VID_13566,1
VID_8420,1
VID_11889,1
VID_895,1
VID_3134,1
VID_10710,1
VID_4238,1
VID_11849,1
VID_2588,1
VID_6522,1
VID_12950,1
VID_11709,1
VID_16269,1
VID_364,1
VID_2644,7
VID_23659,1
VID_2730,1
VID_1454,2
VID_2825,1
VID_20225,1
VID_1489,2
VID_23715,1
VID_12821,1
VID_11847,1
VID_7640,1
VID_19332,1
VID_5762,1
VID_20998,1
VID_11454,1
VID_17762,1
VID_691,1
VID_21981,1
VID_14040,17
VID_5138,1
VID_2373,1
VID_6714,1
VID_19344,1
VID_6267,9
VID_7897,1
VID_13511,1
VID_6917,2
VID_3310,5
VID_14906,2
VID_7881,2
VID_13142,1
VID_15795,1
VID_18665,1
VID_2431,1
VID_13625,7
VID_2025,1
VID_1001,1
VID_3076,1
VID_16999,1
VID_22546,1
VID_22344,1
VID_20339,1
VID_504,1
VID_17790,1
VID_3641,3
VID_18275,2
VID_14821,3
VID_1580,1
VID_9979,2
VID_21425,1
VID_6419,3
VID_6374,1
VID_23257,1
VID_6998,1
VID_8926,1
VID_4243,3
VID_14086,1
VID_22645,3
VID_21879,7
VID_9573,1
VID_1998,1
VID_14137,1
VID_7136,1
VID_9981,2
VID_11657,1
VID_7110,4
VID_21099,1
VID_1543,2
VID_5706,1
VID_23139,1
VID_5755,1
VID_13994,1
VID_11854,2
VID_18964,1
VID_14089,5
VID_1725,1
VID_14435,1
VID_13519,1
VID_6687,1
VID_992,1
VID_13255,5
VID_8720,1
VID_22967,1
VID_21862,1
VID_1011,1
VID_18429,1
VID_19556,2
VID_11414,1
VID_4631,1
VID_886,1
VID_18079,1
VID_16482,1
VID_23628,1
VID_2940,15
VID_22096,1
VID_18014,2
VID_8405,1
VID_7807,1
VID_12928,1
VID_23436,1
VID_2351,1
VID_22593,1
VID_10735,1
VID_9377,1
VID_12438,1
VID_20892,1
VID_1087,5
VID_5149,1
VID_1085,3
VID_16895,1
VID_10319,1
VID_4222,1
VID_13244,1
VID_14100,2
VID_4217,1
VID_10197,1
VID_3220,1
VID_13107,1
VID_6301,1
VID_15202,1
VID_8263,1
VID_10766,1
VID_6885,2
VID_8141,1
VID_20428,1
VID_14824,1
VID_7651,1
VID_10878,1
VID_4263,1
VID_9922,1
VID_6475,1
VID_15557,1
VID_17806,1
VID_17324,2
VID_19027,1
VID_21128,2
VID_3196,3
VID_9196,1
VID_17497,2
VID_11413,1
VID_10917,1
VID_22606,1
VID_9824,1
VID_23286,1
VID_9752,1
VID_13761,1
VID_21939,1
VID_535,2
VID_23444,1
VID_1499,1
VID_5034,1
VID_9413,1
VID_6244,2
VID_23106,1
VID_19719,1
VID_4412,1
VID_18926,1
VID_23637,1
VID_18666,6
VID_21005,1
VID_18951,1
VID_9165,1
VID_3715,1
VID_10362,1
VID_2231,1
VID_9123,1
VID_577,1
VID_11922,4
VID_11881,1
VID_21127,1
VID_14805,1
VID_19323,1
VID_10125,1
VID_1717,1
VID_1819,2
VID_1609,1
VID_18343,1
VID_4800,1
VID_4740,1
VID_6502,10
VID_9232,1
VID_13675,1
VID_2567,1
VID_3546,1
VID_23743,1
VID_23270,1
VID_12998,1
VID_21509,2
VID_3602,1
VID_21989,1
VID_5159,1
VID_20289,6
VID_7900,1
VID_3558,1
VID_1764,2
VID_13204,1
VID_5433,1
VID_12037,1
VID_19320,1
VID_437,1
VID_17153,1
VID_2276,1
VID_8949,1
VID_16265,1
VID_4154,1
VID_10593,1
VID_10169,1
VID_7906,1
VID_6160,4
VID_13735,1
VID_20644,1
VID_22389,1
VID_18986,1
VID_20038,1
VID_8929,2
VID_20100,2
VID_22080,14
VID_2332,4
VID_20975,5
VID_10824,1
VID_15323,1
VID_20227,2
VID_9309,1
VID_23675,1
VID_7155,1
VID_2486,1
VID_16861,2
VID_8262,1
VID_23488,1
VID_7263,1
VID_20886,25
VID_9753,1
VID_8774,1
VID_17309,1
VID_5337,1
VID_3417,1
VID_8173,2
VID_22302,1
VID_19169,1
VID_1565,2
VID_6686,1
VID_15440,3
VID_1331,3
VID_19093,1
VID_10763,1
VID_9601,1
VID_15982,1
VID_3000,4
VID_1963,1
VID_9075,5
VID_16285,1
VID_19832,1
VID_21280,1
VID_2264,1
VID_14929,1
VID_15811,1
VID_22700,1
VID_20594,1
VID_15193,1
VID_7700,1
VID_2820,1
VID_812,1
VID_11751,4
VID_22881,1
VID_958,1
VID_17729,1
VID_11596,1
VID_19325,3
VID_2190,1
VID_13073,1
VID_6840,2
VID_12225,1
VID_5837,1
VID_18859,1
VID_3769,1
VID_2115,1
VID_3746,1
VID_4813,8
VID_17143,1
VID_8066,1
VID_17772,1
VID_10821,1
VID_10238,2
VID_5016,1
VID_19825,2
VID_23632,1
VID_22367,1
VID_19159,18
VID_5258,1
VID_2447,1
VID_2285,1
VID_9562,47
VID_8430,1
VID_20007,1
VID_12308,28
VID_4198,1
VID_17417,1
VID_16302,1
VID_14813,1
VID_17865,1
VID_16200,1
VID_2072,5
VID_9596,1
VID_6098,11
VID_17429,1
VID_21895,1
VID_9835,1
VID_10989,1
VID_2035,1
VID_12355,1
VID_12657,1
VID_19220,1
VID_19275,1
VID_19369,1
VID_18225,2
VID_9897,1
VID_10933,3
VID_12062,1
VID_3268,1
VID_2127,1
VID_1366,1
VID_798,1
VID_11037,1
VID_8945,1
VID_17210,1
VID_6112,5
VID_22798,1
VID_19582,2
VID_1276,1
VID_19072,1
VID_4995,1
VID_14521,1
VID_6580,1
VID_7648,5
VID_13218,1
VID_12709,6
VID_4152,1
VID_5017,1
VID_12246,7
VID_3971,1
VID_388,1
VID_303,1
VID_18386,1
VID_8321,1
VID_761,1
VID_6250,1
VID_3051,1
VID_8930,1
VID_23327,1
VID_10395,2
VID_6038,1
VID_15890,3
VID_13023,1
VID_15120,5
VID_11617,1
VID_18165,1
VID_5280,1
VID_5648,2
VID_10782,1
VID_21087,3
VID_21352,3
VID_9585,1
VID_6821,1
VID_15087,1
VID_19654,1
VID_10413,2
VID_22027,5
VID_5081,1
VID_6452,2
VID_16047,1
VID_14887,1
VID_12293,2
VID_10093,1
VID_12852,1
VID_2498,1
VID_7027,1
VID_2493,1
VID_21706,1
VID_14603,1
VID_5878,1
VID_965,3
VID_9432,1
VID_9060,1
VID_6273,9
VID_20500,1
VID_18347,1
VID_12503,1
VID_19854,1
VID_3007,1
VID_10533,1
VID_7212,1
VID_6928,1
VID_10737,1
VID_11747,1
VID_7988,2
VID_8302,2
VID_13951,1
VID_6027,1
VID_15919,1
VID_14027,3
VID_3261,1
VID_4875,3
VID_13573,2
VID_22534,2
VID_11699,1
VID_9756,1
VID_18923,1
VID_14146,1
VID_7005,1
VID_17570,2
VID_10623,1
VID_20406,1
VID_9855,1
VID_4293,1
VID_16121,1
VID_6836,1
VID_21469,1
VID_4587,1
VID_15753,1
VID_19328,1
VID_6206,3
VID_14693,1
VID_2621,1
VID_6674,1
VID_6064,1
VID_1561,6
VID_20424,1
VID_1743,1
VID_634,1
VID_3729,1
VID_14834,1
VID_1112,1
VID_12556,1
VID_17801,1
VID_15945,1
VID_22283,3
VID_20449,1
VID_19298,1
VID_13682,1
VID_22045,1
VID_22228,1
VID_10447,1
VID_10550,4
VID_16309,1
VID_14611,1
VID_10091,2
VID_4195,1
VID_21884,3
VID_2200,1
VID_14959,4
VID_22060,1
VID_3760,1
VID_5295,1
VID_15783,1
VID_17910,1
VID_17958,1
VID_18047,2
VID_20926,1
VID_3731,1
VID_994,1
VID_13333,1
VID_8368,1
VID_5073,1
VID_20503,1
VID_10522,3
VID_19652,1
VID_4881,1
VID_18340,1
VID_10149,1
VID_5158,2
VID_18273,1
VID_13454,1
VID_13681,1
VID_19689,1
VID_21289,1
VID_6464,1
VID_13637,1
VID_9351,1
VID_8366,2
VID_23188,1
VID_12067,1
VID_8565,1
VID_20572,2
VID_22159,1
VID_19319,1
VID_12375,1
VID_17832,1
VID_7709,1
VID_7814,2
VID_14806,3
VID_19850,1
VID_243,1
VID_15442,1
VID_7036,11
VID_380,2
VID_15738,1
VID_6106,1
VID_13875,1
VID_7114,1
VID_21784,1
VID_18238,1
VID_2632,2
VID_13335,1
VID_11278,1
VID_20865,1
VID_5590,1
VID_10834,1
VID_14776,1
VID_14535,5
VID_20753,1
VID_11716,1
VID_6442,1
VID_14855,1
VID_5618,1
VID_15705,5
VID_21268,1
VID_6719,1
VID_12439,1
VID_19495,1
VID_1413,1
VID_19700,1
VID_18724,1
VID_20607,1
VID_67,1
VID_17220,2
VID_5923,1
VID_15913,1
VID_16408,1
VID_16364,1
VID_16933,1
VID_15529,1
VID_11148,1
VID_12324,1
VID_5617,1
VID_7904,1
VID_16263,1
VID_12364,1
VID_12538,2
VID_22150,2
VID_3643,1
VID_1672,1
VID_12028,1
VID_9769,1
VID_5028,1
VID_15031,1
VID_4006,4
VID_13135,1
VID_17048,1
VID_13862,2
VID_22781,1
VID_4286,1
VID_15754,1
VID_6118,1
VID_12929,1
VID_20172,1
VID_12981,1
VID_19861,1
VID_23691,1
VID_6638,1
VID_8177,2
VID_15137,2
VID_10369,1
VID_18888,1
VID_968,1
VID_15157,1
VID_23693,1
VID_14298,1
VID_20552,1
VID_9109,1
VID_3272,1
VID_19926,1
VID_5432,1
VID_19362,1
VID_2721,1
VID_11957,1
VID_8323,1
VID_645,1
VID_2783,1
VID_13684,1
VID_18745,1
VID_2193,1
VID_19488,1
VID_6168,1
VID_21456,1
VID_7573,1
VID_20065,1
VID_11804,1
VID_15866,1
VID_13110,1
VID_7220,1
VID_16965,3
VID_20407,1
VID_19807,1
VID_22434,1
VID_11886,3
VID_19299,1
VID_2583,2
VID_4770,1
VID_3421,1
VID_18263,1
VID_22062,1
VID_21908,2
VID_8584,1
VID_3106,1
VID_7464,4
VID_684,1
VID_13709,1
VID_23655,1
VID_8589,1
VID_4824,8
VID_12596,25
VID_9452,1
VID_14432,1
VID_7849,1
VID_6822,1
VID_392,1
VID_12777,1
VID_13616,2
VID_15792,1
VID_11060,1
VID_18182,1
VID_12237,7
VID_15759,2
VID_15351,1
VID_16436,1
VID_16993,1
VID_15666,1
VID_20082,1
VID_23470,1
VID_15347,4
VID_23453,1
VID_10613,1
VID_20155,1
VID_7919,1
VID_289,1
VID_16248,1
VID_15023,1
VID_5776,5
VID_7234,1
VID_15841,1
VID_23258,3
VID_3322,1
VID_3510,3
VID_4057,1
VID_8683,1
VID_12924,1
VID_19014,1
VID_4319,1
VID_9574,2
VID_4942,1
VID_12485,1
VID_18915,1
VID_23465,1
VID_5395,1
VID_4252,1
VID_18134,1
VID_4898,1
VID_21615,1
VID_9433,1
VID_2216,2
VID_17785,1
VID_17327,17
VID_20818,2
VID_7475,1
VID_20723,1
VID_22157,3
VID_7481,1
VID_7159,1
VID_16515,2
VID_274,1
VID_14701,2
VID_20123,1
VID_4368,1
VID_4574,1
VID_1576,1
VID_11992,1
VID_19868,1
VID_8342,1
VID_22655,1
VID_20712,2
VID_9138,3
VID_7699,2
VID_8951,3
VID_1392,1
VID_14808,1
VID_8128,1
VID_18170,1
VID_8311,1
VID_14550,34
VID_4758,1
VID_6557,1
VID_9116,1
VID_14788,1
VID_10195,2
VID_23618,1
VID_5136,1
VID_12134,2
VID_17456,1
VID_9063,1
VID_16340,2
VID_17438,1
VID_1902,2
VID_14458,1
VID_17375,1
VID_10451,1
VID_7080,1
VID_3016,3
VID_6470,5
VID_14853,1
VID_11188,1
VID_22628,1
VID_5270,2
VID_21273,1
VID_19242,2
VID_9996,1
VID_17881,1
VID_13545,1
VID_11130,1
VID_23259,1
VID_2417,2
VID_3411,4
VID_3485,1
VID_5738,1
VID_3521,1
VID_21357,1
VID_6801,3
VID_10981,3
VID_19985,1
VID_22074,1
VID_6537,1
VID_16778,1
VID_18279,1
VID_19019,1
VID_11725,1
VID_21493,2
VID_3640,1
VID_18272,1
VID_8331,1
VID_16857,2
VID_9041,1
VID_12401,1
VID_18782,1
VID_10823,1
VID_14699,1
VID_20306,2
VID_5710,1
VID_8172,1
VID_15062,1
VID_9296,3
VID_7831,1
VID_4970,1
VID_9255,1
VID_23467,1
VID_16581,1
VID_12488,1
VID_4011,1
VID_3927,1
VID_5578,1
VID_23153,3
VID_12895,1
VID_13203,1
VID_5749,2
VID_200,1
VID_4163,1
VID_17426,1
VID_16544,5
VID_2305,1
VID_553,1
VID_9506,1
VID_6496,10
VID_5699,4
VID_16734,2
VID_14600,1
VID_15112,1
VID_16954,1
VID_18478,1
VID_19389,1
VID_1348,1
VID_1000,1
VID_16959,2
VID_23681,1
VID_14417,1
VID_10784,1
VID_8487,2
VID_17040,1
VID_16396,1
VID_15957,2
VID_22207,2
VID_17528,1
VID_15385,2
VID_16682,2
VID_661,1
VID_13687,3
VID_1438,4
VID_13332,1
VID_14000,1
VID_7402,4
VID_21416,1
VID_1396,1
VID_2133,1
VID_3603,3
VID_10454,1
VID_491,1
VID_4490,3
VID_15588,1
VID_13366,1
VID_8288,2
VID_21621,4
VID_19232,1
VID_20718,1
VID_5949,1
VID_16403,1
VID_7954,1
VID_441,3
VID_12114,2
VID_8224,1
VID_2998,16
VID_2676,1
VID_678,2
VID_16659,3
VID_1294,1
VID_7624,1
VID_1277,1
VID_9726,1
VID_13732,1
VID_983,2
VID_18556,1
VID_6037,1
VID_19550,1
VID_7145,1
VID_8906,1
VID_16583,1
VID_5260,1
VID_15014,2
VID_14318,1
VID_12522,1
VID_5197,1
VID_22396,1
VID_3252,1
VID_23438,2
VID_16127,2
VID_13860,1
VID_13887,1
VID_4865,3
VID_15670,5
VID_7894,1
VID_18048,1
VID_4307,2
VID_9349,1
VID_16991,2
VID_17464,1
VID_9923,1
VID_11287,1
VID_18502,1
VID_23104,2
VID_13868,2
VID_14374,1
VID_5205,1
VID_18728,1
VID_23329,1
VID_16284,1
VID_14059,1
VID_17475,1
VID_389,1
VID_15706,1
VID_11844,1
VID_15446,1
VID_6039,1
VID_6987,1
VID_3855,4
VID_18012,1
VID_21988,1
VID_19605,3
VID_18707,1
VID_21831,1
VID_19381,1
VID_272,1
VID_1906,290
VID_7930,1
VID_2631,6
VID_14335,30
VID_19046,1
VID_9053,1
VID_15414,2
VID_10692,1
VID_2308,1
VID_11872,1
VID_13889,1
VID_23727,1
VID_1251,1
VID_6245,1
VID_20914,1
VID_6957,1
VID_7865,1
VID_13304,1
VID_11512,2
VID_12553,1
VID_10134,1
VID_1632,1
VID_22907,1
VID_10816,1
VID_6698,1
VID_19970,1
VID_8792,1
VID_2040,2
VID_20399,1
VID_13412,1
VID_7928,1
VID_16061,1
VID_13418,1
VID_19961,4
VID_11194,2
VID_4489,1
VID_3876,1
VID_12616,1
VID_11483,1
VID_9194,1
VID_7765,1
VID_18780,1
VID_1267,2
VID_13432,1
VID_13302,1
VID_19884,1
VID_1695,1
VID_7157,1
VID_20876,4
VID_9035,1
VID_4313,1
VID_12180,1
VID_1759,1
VID_21186,1
VID_4989,1
VID_17199,1
VID_6433,1
VID_8740,12
VID_1647,5
VID_16427,2
VID_5806,3
VID_12554,1
VID_15576,1
VID_20879,1
VID_20580,2
VID_8624,2
VID_15575,2
VID_18564,2
VID_13483,1
VID_1657,1
VID_1356,1
VID_12108,1
VID_6649,1
VID_18405,1
VID_12738,2
VID_13092,1
VID_14201,1
VID_13706,1
VID_213,1
VID_7224,1
VID_6884,1
VID_9722,1
VID_13780,2
VID_13828,1
VID_2817,1
VID_11366,1
VID_4897,1
VID_3523,1
VID_19135,1
VID_14543,1
VID_2061,4
VID_754,1
VID_23602,1
VID_11632,1
VID_14440,1
VID_22932,2
VID_7555,2
VID_11213,1
VID_2675,4
VID_8293,1
VID_18726,1
VID_17484,1
VID_18733,1
VID_1059,1
VID_9143,1
VID_14665,2
VID_4036,1
VID_3285,9
VID_18901,1
VID_20737,1
VID_944,1
VID_20956,4
VID_11068,5
VID_8123,1
VID_8607,1
VID_11993,1
VID_11216,1
VID_21786,1
VID_12321,1
VID_9374,1
VID_1873,1
VID_15341,1
VID_1094,1
VID_19489,1
VID_13966,2
VID_16782,1
VID_11460,2
VID_2282,1
VID_18812,1
VID_5238,1
VID_12704,1
VID_20650,2
VID_16174,3
VID_14138,1
VID_12719,1
VID_10122,1
VID_14697,1
VID_9677,1
VID_22686,1
VID_227,1
VID_20507,2
VID_21682,1
VID_18441,1
VID_997,1
VID_12706,1
VID_6173,1
VID_21501,2
VID_2809,1
VID_569,1
VID_3634,1
VID_3499,1
VID_6096,1
VID_14238,1
VID_19675,1
VID_9330,1
VID_22198,1
VID_12804,1
VID_16080,2
VID_7748,1
VID_19263,1
VID_10277,1
VID_20198,1
VID_3822,3
VID_8761,1
VID_6759,1
VID_3481,5
VID_3094,1
VID_16566,1
VID_4441,1
VID_3951,11
VID_21843,1
VID_23364,1
VID_5251,1
VID_1948,2
VID_3991,1
VID_7826,1
VID_13676,1
VID_18637,2
VID_21061,2
VID_6547,1
VID_16425,1
VID_17266,1
VID_19690,1
VID_14158,1
VID_602,1
VID_13360,6
VID_17387,1
VID_4906,1
VID_22885,1
VID_23683,1
VID_19725,1
VID_22041,1
VID_5019,1
VID_1377,1
VID_1679,3
VID_9286,1
VID_19304,1
VID_666,1
VID_10349,3
VID_1774,1
VID_12371,2
VID_4103,1
VID_6527,1
VID_11443,1
VID_15490,1
VID_18734,1
VID_4333,3
VID_22923,1
VID_15571,1
VID_7233,1
VID_9733,1
VID_4723,1
VID_14095,6
VID_10131,1
VID_4768,1
VID_7168,2
VID_18644,1
VID_17176,2
VID_16331,1
VID_9298,1
VID_13873,2
VID_13295,1
VID_11572,1
VID_10995,6
VID_20031,1
VID_14996,3
VID_22893,1
VID_21296,1
VID_20277,1
VID_14778,3
VID_383,1
VID_5827,1
VID_7558,1
VID_18015,1
VID_18744,2
VID_16266,1
VID_17175,2
VID_17805,1
VID_3720,1
VID_20491,1
VID_2711,1
VID_10991,1
VID_23563,1
VID_353,4
VID_23165,2
VID_7300,3
VID_6710,1
VID_5196,1
VID_3730,3
VID_20785,1
VID_19781,5
VID_10146,1
VID_2518,1
VID_840,1
VID_4430,1
VID_16996,1
VID_22936,2
VID_22504,1
VID_3750,2
VID_3658,1
VID_22971,2
VID_15236,4
VID_22486,2
VID_13954,1
VID_8058,6
VID_663,1
VID_3814,1
VID_9198,1
VID_19863,1
VID_13398,1
VID_17862,1
VID_7718,1
VID_15516,1
VID_2296,1
VID_22055,1
VID_22459,2
VID_16854,1
VID_8197,1
VID_21952,1
VID_10129,1
VID_3566,2
VID_6817,1
VID_19260,1
VID_20553,2
VID_22496,1
VID_12450,1
VID_14239,2
VID_16804,1
VID_6521,1
VID_5102,2
VID_16722,1
VID_18580,1
VID_4212,1
VID_1783,1
VID_12206,1
VID_21552,5
VID_6166,1
VID_22473,2
VID_10843,8
VID_7934,1
VID_6887,1
VID_3994,1
VID_14111,1
VID_12425,3
VID_2705,1
VID_22460,2
VID_21443,1
VID_13458,2
VID_16706,1
VID_11203,1
VID_4415,2
VID_14218,1
VID_19113,1
VID_19213,1
VID_19265,13
VID_2584,6
VID_5236,1
VID_1018,2
VID_17894,1
VID_9637,1
VID_22287,1
VID_13596,1
VID_6944,2
VID_2778,1
VID_3200,1
VID_11241,1
VID_5901,1
VID_14375,1
VID_99,1
VID_2899,2
VID_10190,1
VID_813,1
VID_14452,1
VID_369,1
VID_23168,2
VID_5106,1
VID_19011,1
