vidid,Predicted
VID_22380,1.0
VID_6587,2.0
VID_7533,2.0
VID_15710,2.0
VID_821,2.0
VID_13807,1.0
VID_12586,2.0
VID_7625,5.0
VID_22652,2.0
VID_9901,1.0
VID_21380,5.0
VID_7879,2.0
VID_15339,5.0
VID_10163,2.0
VID_20937,1.0
VID_21929,1.0
VID_19609,2.0
VID_64,2.0
VID_17238,1.0
VID_9551,1.0
VID_9804,1.0
VID_4537,2.0
VID_10869,1.0
VID_22949,1.0
VID_7384,1.0
VID_15761,1.0
VID_3571,2.0
VID_8563,2.0
VID_16120,1.0
VID_11440,2.0
VID_3480,5.0
VID_4673,1.0
VID_4063,2.0
VID_16045,2.0
VID_2318,2.0
VID_21811,1.0
VID_685,2.0
VID_18512,1.0
VID_21188,1.0
VID_16896,1.0
VID_4347,2.0
VID_2525,2.0
VID_20174,1.0
VID_7525,2.0
VID_6181,2.0
VID_8939,2.0
VID_6809,4.0
VID_16279,1.0
VID_2836,2.0
VID_19921,1.0
VID_10241,1.0
VID_5180,2.0
VID_7716,1.0
VID_5583,2.0
VID_12564,3.0
VID_2866,2.0
VID_3702,3.0
VID_10224,1.0
VID_19132,3.0
VID_16745,1.0
VID_9703,2.0
VID_9081,2.0
VID_14978,2.0
VID_20905,2.0
VID_18935,1.0
VID_21108,1.0
VID_18493,3.0
VID_8814,2.0
VID_7192,2.0
VID_7355,2.0
VID_2617,5.0
VID_22856,2.0
VID_2794,2.0
VID_3468,2.0
VID_17472,1.0
VID_13767,2.0
VID_17302,1.0
VID_22238,1.0
VID_23200,1.0
VID_14721,1.0
VID_13902,3.0
VID_2880,2.0
VID_23371,1.0
VID_13147,2.0
VID_16856,1.0
VID_7893,2.0
VID_4230,2.0
VID_9663,1.0
VID_22068,1.0
VID_3623,2.0
VID_14520,2.0
VID_3215,2.0
VID_12263,5.0
VID_20214,1.0
VID_2926,2.0
VID_13776,2.0
VID_16270,1.0
VID_1102,5.0
VID_2656,5.0
VID_17831,1.0
VID_17518,2.0
VID_20006,1.0
VID_4357,2.0
VID_5530,2.0
VID_2286,2.0
VID_3113,2.0
VID_2569,2.0
VID_17384,12.0
VID_14754,1.0
VID_12427,2.0
VID_7113,2.0
VID_10799,1.0
VID_6332,3.0
VID_13405,2.0
VID_4411,2.0
VID_5731,2.0
VID_16584,6.0
VID_4568,2.0
VID_3575,2.0
VID_15944,1.0
VID_15417,3.0
VID_5761,3.0
VID_11243,2.0
VID_362,3.0
VID_8932,3.0
VID_22733,1.0
VID_793,2.0
VID_10956,-0.0
VID_4422,2.0
VID_10549,2.0
VID_3939,5.0
VID_19790,1.0
VID_18850,2.0
VID_13900,2.0
VID_14794,1.0
VID_19774,1.0
VID_12857,1.0
VID_17928,2.0
VID_3372,2.0
VID_15175,8.0
VID_4571,1.0
VID_7559,1.0
VID_21354,18.0
VID_10061,4.0
VID_7537,2.0
VID_3488,4.0
VID_13611,1.0
VID_6878,2.0
VID_4973,7.0
VID_13113,2.0
VID_5266,2.0
VID_4629,6.0
VID_11240,2.0
VID_20165,1.0
VID_6081,2.0
VID_16533,2.0
VID_15917,1.0
VID_9570,1.0
VID_11907,3.0
VID_23040,1.0
VID_23418,3.0
VID_3402,3.0
VID_784,3.0
VID_9459,1.0
VID_14437,1.0
VID_11004,5.0
VID_18896,1.0
VID_10256,1.0
VID_17618,1.0
VID_22331,1.0
VID_3752,3.0
VID_12128,2.0
VID_5781,2.0
VID_22852,1.0
VID_3982,2.0
VID_12789,2.0
VID_10045,2.0
VID_16750,2.0
VID_4877,2.0
VID_21679,1.0
VID_4105,3.0
VID_10655,1.0
VID_17768,2.0
VID_2849,3.0
VID_3663,13.0
VID_4544,2.0
VID_2207,2.0
VID_7078,2.0
VID_13144,2.0
VID_4884,2.0
VID_852,2.0
VID_12131,2.0
VID_16562,2.0
VID_9009,3.0
VID_13487,2.0
VID_14576,3.0
VID_16832,1.0
VID_17985,3.0
VID_21569,3.0
VID_4951,1.0
VID_18135,2.0
VID_1962,2.0
VID_23091,2.0
VID_23077,7.0
VID_9672,2.0
VID_20332,2.0
VID_4113,2.0
VID_6555,2.0
VID_6209,2.0
VID_23570,1.0
VID_14917,2.0
VID_17109,11.0
VID_6136,48.0
VID_3040,2.0
VID_9886,1.0
VID_18657,6.0
VID_2394,2.0
VID_1352,2.0
VID_8297,2.0
VID_10112,3.0
VID_4262,2.0
VID_10461,2.0
VID_1952,2.0
VID_10504,2.0
VID_10590,2.0
VID_18256,1.0
VID_19145,2.0
VID_20784,1.0
VID_448,2.0
VID_6293,3.0
VID_4462,3.0
VID_6650,2.0
VID_11002,3.0
VID_17404,1.0
VID_2118,2.0
VID_3642,2.0
VID_7963,2.0
VID_1340,4.0
VID_6769,3.0
VID_23631,1.0
VID_21726,1.0
VID_11721,3.0
VID_1553,2.0
VID_541,2.0
VID_2429,2.0
VID_13505,1.0
VID_23404,1.0
VID_6298,2.0
VID_13722,1.0
VID_19086,2.0
VID_19421,1.0
VID_3997,2.0
VID_5230,3.0
VID_14597,2.0
VID_22282,3.0
VID_3986,2.0
VID_13078,1.0
VID_5677,2.0
VID_7886,2.0
VID_20821,2.0
VID_13253,3.0
VID_3632,2.0
VID_15975,2.0
VID_22577,3.0
VID_15223,2.0
VID_11245,2.0
VID_1802,2.0
VID_7434,2.0
VID_11313,1.0
VID_2900,2.0
VID_106,2.0
VID_9784,2.0
VID_15561,1.0
VID_20893,1.0
VID_4174,4.0
VID_1295,3.0
VID_701,2.0
VID_13718,2.0
VID_15384,1.0
VID_7332,1.0
VID_21757,9.0
VID_16022,3.0
VID_16236,5.0
VID_4337,2.0
VID_20636,1.0
VID_639,2.0
VID_3511,2.0
VID_5508,1.0
VID_6281,2.0
VID_15053,1.0
VID_3435,2.0
VID_8616,2.0
VID_14044,13.0
VID_6493,2.0
VID_3158,2.0
VID_10253,1.0
VID_3001,10.0
VID_20951,2.0
VID_5750,2.0
VID_11466,2.0
VID_9642,2.0
VID_15556,1.0
VID_14167,2.0
VID_16180,2.0
VID_5456,2.0
VID_926,2.0
VID_16685,2.0
VID_14228,1.0
VID_14720,1.0
VID_18717,2.0
VID_10635,2.0
VID_20840,5.0
VID_3096,2.0
VID_3244,2.0
VID_21373,29.0
VID_5533,1.0
VID_4549,2.0
VID_22471,1.0
VID_3835,2.0
VID_17761,3.0
VID_5721,3.0
VID_510,2.0
VID_19978,2.0
VID_15191,3.0
VID_17998,5.0
VID_23349,1.0
VID_13271,1.0
VID_16457,3.0
VID_21777,1.0
VID_6416,2.0
VID_11087,5.0
VID_7437,2.0
VID_22835,1.0
VID_8283,2.0
VID_13522,2.0
VID_7611,2.0
VID_8984,2.0
VID_10628,2.0
VID_9849,1.0
VID_1968,2.0
VID_11578,2.0
VID_2237,2.0
VID_15132,9.0
VID_12746,2.0
VID_3130,2.0
VID_9593,1.0
VID_10652,2.0
VID_14015,1.0
VID_7116,2.0
VID_19028,1.0
VID_17430,2.0
VID_21788,2.0
VID_15831,4.0
VID_5942,2.0
VID_15029,1.0
VID_4352,3.0
VID_21653,1.0
VID_6190,2.0
VID_7095,2.0
VID_2485,2.0
VID_6437,5.0
VID_11325,2.0
VID_13363,2.0
VID_6398,3.0
VID_10189,1.0
VID_18253,1.0
VID_15829,1.0
VID_12349,1.0
VID_11887,1.0
VID_22327,1.0
VID_10815,2.0
VID_1776,3.0
VID_3175,2.0
VID_21068,1.0
VID_7316,1.0
VID_21999,5.0
VID_19345,1.0
VID_3700,5.0
VID_7802,2.0
VID_2126,2.0
VID_1254,2.0
VID_18091,2.0
VID_323,2.0
VID_605,2.0
VID_22819,1.0
VID_6178,2.0
VID_20098,2.0
VID_18451,2.0
VID_21177,3.0
VID_6010,2.0
VID_21931,2.0
VID_14297,2.0
VID_19770,2.0
VID_18120,2.0
VID_1563,2.0
VID_976,2.0
VID_5235,2.0
VID_4540,4.0
VID_17883,1.0
VID_16527,2.0
VID_1118,5.0
VID_22359,41.0
VID_10076,21.0
VID_654,2.0
VID_15065,1.0
VID_16385,2.0
VID_767,2.0
VID_18898,1.0
VID_11910,5.0
VID_11880,2.0
VID_23174,1.0
VID_6947,2.0
VID_23593,1.0
VID_20704,1.0
VID_6935,5.0
VID_19859,1.0
VID_6578,3.0
VID_9747,1.0
VID_13132,1.0
VID_8734,3.0
VID_22732,1.0
VID_18516,2.0
VID_1949,2.0
VID_22124,1.0
VID_8310,1.0
VID_14424,3.0
VID_18895,1.0
VID_13210,1.0
VID_14732,2.0
VID_6603,2.0
VID_19754,1.0
VID_9276,1.0
VID_6369,3.0
VID_12207,2.0
VID_11183,1.0
VID_18547,1.0
VID_12303,6.0
VID_1587,2.0
VID_22246,1.0
VID_16300,1.0
VID_4282,2.0
VID_12064,2.0
VID_20842,10.0
VID_21172,2.0
VID_4541,2.0
VID_12477,2.0
VID_18127,1.0
VID_1502,3.0
VID_18016,2.0
VID_10950,9.0
VID_11735,1.0
VID_11959,2.0
VID_20482,1.0
VID_5816,3.0
VID_7301,9.0
VID_226,2.0
VID_20856,4.0
VID_5107,2.0
VID_11678,2.0
VID_23497,3.0
VID_6797,3.0
VID_22106,1.0
VID_10151,1.0
VID_6725,2.0
VID_2435,2.0
VID_17908,2.0
VID_454,2.0
VID_23067,5.0
VID_21609,4.0
VID_3253,3.0
VID_5935,2.0
VID_1568,2.0
VID_14804,2.0
VID_22087,1.0
VID_9497,1.0
VID_4592,2.0
VID_5831,2.0
VID_11356,2.0
VID_17667,1.0
VID_13649,1.0
VID_7974,2.0
VID_6013,2.0
VID_4389,2.0
VID_19030,2.0
VID_832,2.0
VID_14244,1.0
VID_282,2.0
VID_17406,2.0
VID_12603,5.0
VID_4580,2.0
VID_9481,1.0
VID_22005,1.0
VID_20093,1.0
VID_3816,2.0
VID_12403,3.0
VID_16868,1.0
VID_11701,2.0
VID_16884,1.0
VID_7812,2.0
VID_1655,2.0
VID_21729,2.0
VID_6951,2.0
VID_17539,5.0
VID_2956,2.0
VID_10006,2.0
VID_14881,2.0
VID_1138,4.0
VID_14030,1.0
VID_3201,2.0
VID_17876,3.0
VID_20857,10.0
VID_2154,2.0
VID_5544,1.0
VID_10712,1.0
VID_6910,2.0
VID_2882,2.0
VID_15719,6.0
VID_2706,2.0
VID_143,2.0
VID_10659,2.0
VID_22669,7.0
VID_3256,2.0
VID_18252,1.0
VID_137,2.0
VID_8672,1.0
VID_12118,3.0
VID_6922,2.0
VID_17178,2.0
VID_4557,1.0
VID_8160,1.0
VID_6384,2.0
VID_23225,2.0
VID_17567,1.0
VID_3948,3.0
VID_9140,2.0
VID_7953,1.0
VID_11092,6.0
VID_1181,2.0
VID_8841,1.0
VID_1656,2.0
VID_1754,2.0
VID_9938,3.0
VID_14679,2.0
VID_19110,2.0
VID_17072,3.0
VID_18196,1.0
VID_14429,2.0
VID_20829,9.0
VID_1727,3.0
VID_4614,2.0
VID_16758,2.0
VID_44,2.0
VID_15213,1.0
VID_1709,2.0
VID_5094,2.0
VID_15523,1.0
VID_14180,1.0
VID_17357,1.0
VID_23027,1.0
VID_9263,1.0
VID_739,3.0
VID_4921,2.0
VID_12691,1.0
VID_3569,2.0
VID_5953,5.0
VID_21747,4.0
VID_9598,2.0
VID_176,2.0
VID_19040,1.0
VID_6705,2.0
VID_21343,1.0
VID_4162,2.0
VID_22679,2.0
VID_19508,1.0
VID_2131,2.0
VID_9655,1.0
VID_4729,2.0
VID_21712,1.0
VID_23591,1.0
VID_1571,4.0
VID_19048,1.0
VID_10794,1.0
VID_8462,1.0
VID_7572,2.0
VID_19660,15.0
VID_10977,5.0
VID_18270,1.0
VID_10621,1.0
VID_20459,1.0
VID_8902,4.0
VID_8879,4.0
VID_23588,1.0
VID_21748,6.0
VID_17517,2.0
VID_17678,1.0
VID_12011,2.0
VID_21869,12.0
VID_7035,1.0
VID_915,2.0
VID_3330,2.0
VID_21146,1.0
VID_5812,2.0
VID_21236,2.0
VID_19792,1.0
VID_11920,1.0
VID_8060,4.0
VID_11201,1.0
VID_4814,3.0
VID_2255,2.0
VID_1557,2.0
VID_4517,2.0
VID_1847,3.0
VID_12468,2.0
VID_17563,3.0
VID_6092,1.0
VID_8505,1.0
VID_3145,2.0
VID_4523,3.0
VID_5572,2.0
VID_15622,1.0
VID_23664,1.0
VID_1199,3.0
VID_20859,4.0
VID_20219,1.0
VID_14843,1.0
VID_10143,1.0
VID_18589,1.0
VID_12417,4.0
VID_13581,6.0
VID_3415,3.0
VID_17443,2.0
VID_4628,2.0
VID_2661,42.0
VID_7209,2.0
VID_7870,1.0
VID_17045,2.0
VID_20063,5.0
VID_11909,2.0
VID_17225,2.0
VID_14680,4.0
VID_7326,2.0
VID_15140,6.0
VID_2324,2.0
VID_2936,2.0
VID_18115,2.0
VID_9316,1.0
VID_18367,1.0
VID_15205,2.0
VID_3068,2.0
VID_6319,2.0
VID_14285,3.0
VID_20949,1.0
VID_7519,1.0
VID_5836,3.0
VID_20268,3.0
VID_12833,1.0
VID_17659,1.0
VID_7137,2.0
VID_22579,1.0
VID_21681,1.0
VID_2911,2.0
VID_23348,2.0
VID_15619,3.0
VID_10327,2.0
VID_13590,6.0
VID_9793,1.0
VID_22698,1.0
VID_2798,2.0
VID_15022,1.0
VID_23502,5.0
VID_865,2.0
VID_12126,1.0
VID_10439,2.0
VID_3103,2.0
VID_10764,2.0
VID_20169,2.0
VID_20766,2.0
VID_20512,1.0
VID_21472,1.0
VID_18887,1.0
VID_922,2.0
VID_21984,2.0
VID_16563,2.0
VID_16788,1.0
VID_17778,2.0
VID_1904,3.0
VID_928,2.0
VID_12845,2.0
VID_6422,2.0
VID_10221,1.0
VID_15977,2.0
VID_21774,1.0
VID_19891,1.0
VID_23519,1.0
VID_9823,1.0
VID_17541,1.0
VID_15111,1.0
VID_19743,1.0
VID_5621,1.0
VID_7492,2.0
VID_4974,5.0
VID_3104,2.0
VID_22084,1.0
VID_8234,2.0
VID_13324,1.0
VID_18874,1.0
VID_12753,3.0
VID_3226,2.0
VID_5911,2.0
VID_18670,2.0
VID_13918,1.0
VID_22137,2.0
VID_5582,2.0
VID_17134,2.0
VID_6065,2.0
VID_7714,1.0
VID_19758,1.0
VID_5181,3.0
VID_11772,1.0
VID_10293,2.0
VID_18907,1.0
VID_11238,2.0
VID_9684,2.0
VID_14439,1.0
VID_3502,3.0
VID_4648,1.0
VID_13653,2.0
VID_7319,4.0
VID_22221,1.0
VID_10521,2.0
VID_23193,1.0
VID_9209,2.0
VID_386,2.0
VID_41,2.0
VID_4129,2.0
VID_1323,2.0
VID_19618,3.0
VID_6806,4.0
VID_5608,2.0
VID_8789,1.0
VID_16467,2.0
VID_3723,3.0
VID_4399,2.0
VID_259,2.0
VID_17597,1.0
VID_21110,2.0
VID_293,2.0
VID_22872,2.0
VID_3543,4.0
VID_17344,2.0
VID_2219,2.0
VID_4004,2.0
VID_4449,2.0
VID_3243,2.0
VID_11767,2.0
VID_19467,1.0
VID_16918,1.0
VID_8455,2.0
VID_20744,1.0
VID_20358,1.0
VID_23417,1.0
VID_4859,2.0
VID_21291,2.0
VID_2742,2.0
VID_932,2.0
VID_4665,2.0
VID_1931,2.0
VID_834,2.0
VID_16455,3.0
VID_18695,1.0
VID_12570,3.0
VID_3363,2.0
VID_1429,7.0
VID_23147,3.0
VID_370,2.0
VID_8257,2.0
VID_14746,3.0
VID_12892,1.0
VID_9440,2.0
VID_6662,2.0
VID_2439,2.0
VID_18596,2.0
VID_5669,2.0
VID_20658,8.0
VID_5661,3.0
VID_19314,1.0
VID_21996,1.0
VID_4895,2.0
VID_17999,5.0
VID_1786,2.0
VID_23173,2.0
VID_7943,1.0
VID_12577,2.0
VID_17318,5.0
VID_21978,4.0
VID_11917,2.0
VID_7819,2.0
VID_16076,1.0
VID_1612,2.0
VID_17300,1.0
VID_19434,1.0
VID_5088,2.0
VID_21732,1.0
VID_12730,3.0
VID_1460,3.0
VID_17895,1.0
VID_16178,2.0
VID_22430,2.0
VID_12248,15.0
VID_18022,2.0
VID_3374,3.0
VID_3356,2.0
VID_23558,1.0
VID_21886,4.0
VID_12680,2.0
VID_5318,8.0
VID_18729,1.0
VID_3743,4.0
VID_22340,4.0
VID_7883,2.0
VID_14571,5.0
VID_20046,3.0
VID_14313,2.0
VID_19082,1.0
VID_11669,2.0
VID_2403,2.0
VID_7712,1.0
VID_18609,1.0
VID_11421,2.0
VID_17566,4.0
VID_18756,2.0
VID_4247,2.0
VID_873,2.0
VID_5746,3.0
VID_13164,2.0
VID_7328,2.0
VID_12080,3.0
VID_6225,2.0
VID_21762,186.0
VID_7152,4.0
VID_18531,3.0
VID_13933,1.0
VID_20645,2.0
VID_7912,2.0
VID_3764,2.0
VID_1419,2.0
VID_10266,2.0
VID_17267,2.0
VID_17708,1.0
VID_14260,1.0
VID_22827,1.0
VID_15849,1.0
VID_6295,2.0
VID_4035,3.0
VID_15408,1.0
VID_17222,2.0
VID_6272,2.0
VID_11058,4.0
VID_7933,2.0
VID_10786,1.0
VID_15374,2.0
VID_19008,2.0
VID_2844,2.0
VID_12873,2.0
VID_1355,5.0
VID_19948,1.0
VID_13963,2.0
VID_21011,1.0
VID_21482,2.0
VID_21047,1.0
VID_4720,2.0
VID_22653,1.0
VID_17703,1.0
VID_13037,1.0
VID_18144,2.0
VID_23720,9.0
VID_15700,1.0
VID_2508,2.0
VID_22904,1.0
VID_17530,1.0
VID_18410,1.0
VID_1699,2.0
VID_13566,7.0
VID_8420,2.0
VID_11889,4.0
VID_895,2.0
VID_3134,2.0
VID_10710,2.0
VID_4238,2.0
VID_11849,2.0
VID_2588,2.0
VID_6522,2.0
VID_12950,1.0
VID_11709,2.0
VID_16269,1.0
VID_364,2.0
VID_2644,6.0
VID_23659,1.0
VID_2730,2.0
VID_1454,3.0
VID_2825,2.0
VID_20225,3.0
VID_1489,4.0
VID_23715,1.0
VID_12821,2.0
VID_11847,1.0
VID_7640,2.0
VID_19332,1.0
VID_5762,2.0
VID_20998,2.0
VID_11454,2.0
VID_17762,2.0
VID_691,2.0
VID_21981,3.0
VID_14040,25.0
VID_5138,3.0
VID_2373,2.0
VID_6714,2.0
VID_19344,1.0
VID_6267,11.0
VID_7897,2.0
VID_13511,2.0
VID_6917,3.0
VID_3310,2.0
VID_14906,2.0
VID_7881,2.0
VID_13142,2.0
VID_15795,1.0
VID_18665,2.0
VID_2431,2.0
VID_13625,2.0
VID_2025,2.0
VID_1001,2.0
VID_3076,2.0
VID_16999,2.0
VID_22546,1.0
VID_22344,1.0
VID_20339,1.0
VID_504,2.0
VID_17790,1.0
VID_3641,2.0
VID_18275,1.0
VID_14821,2.0
VID_1580,2.0
VID_9979,2.0
VID_21425,2.0
VID_6419,3.0
VID_6374,6.0
VID_23257,3.0
VID_6998,1.0
VID_8926,2.0
VID_4243,2.0
VID_14086,2.0
VID_22645,2.0
VID_21879,16.0
VID_9573,2.0
VID_1998,2.0
VID_14137,1.0
VID_7136,2.0
VID_9981,3.0
VID_11657,3.0
VID_7110,2.0
VID_21099,1.0
VID_1543,2.0
VID_5706,2.0
VID_23139,2.0
VID_5755,2.0
VID_13994,1.0
VID_11854,1.0
VID_18964,1.0
VID_14089,1.0
VID_1725,2.0
VID_14435,1.0
VID_13519,2.0
VID_6687,2.0
VID_992,2.0
VID_13255,2.0
VID_8720,1.0
VID_22967,1.0
VID_21862,4.0
VID_1011,2.0
VID_18429,2.0
VID_19556,2.0
VID_11414,2.0
VID_4631,1.0
VID_886,2.0
VID_18079,1.0
VID_16482,2.0
VID_23628,1.0
VID_2940,2.0
VID_22096,1.0
VID_18014,3.0
VID_8405,2.0
VID_7807,2.0
VID_12928,1.0
VID_23436,1.0
VID_2351,2.0
VID_22593,1.0
VID_10735,2.0
VID_9377,1.0
VID_12438,2.0
VID_20892,1.0
VID_1087,3.0
VID_5149,2.0
VID_1085,3.0
VID_16895,1.0
VID_10319,2.0
VID_4222,3.0
VID_13244,2.0
VID_14100,2.0
VID_4217,1.0
VID_10197,1.0
VID_3220,2.0
VID_13107,2.0
VID_6301,2.0
VID_15202,5.0
VID_8263,3.0
VID_10766,1.0
VID_6885,4.0
VID_8141,2.0
VID_20428,2.0
VID_14824,2.0
VID_7651,2.0
VID_10878,1.0
VID_4263,2.0
VID_9922,2.0
VID_6475,2.0
VID_15557,3.0
VID_17806,1.0
VID_17324,6.0
VID_19027,1.0
VID_21128,1.0
VID_3196,2.0
VID_9196,2.0
VID_17497,4.0
VID_11413,2.0
VID_10917,1.0
VID_22606,1.0
VID_9824,1.0
VID_23286,3.0
VID_9752,2.0
VID_13761,2.0
VID_21939,2.0
VID_535,2.0
VID_23444,2.0
VID_1499,2.0
VID_5034,2.0
VID_9413,2.0
VID_6244,2.0
VID_23106,7.0
VID_19719,1.0
VID_4412,2.0
VID_18926,1.0
VID_23637,1.0
VID_18666,2.0
VID_21005,1.0
VID_18951,1.0
VID_9165,1.0
VID_3715,2.0
VID_10362,2.0
VID_2231,2.0
VID_9123,2.0
VID_577,2.0
VID_11922,3.0
VID_11881,2.0
VID_21127,4.0
VID_14805,2.0
VID_19323,1.0
VID_10125,2.0
VID_1717,4.0
VID_1819,2.0
VID_1609,2.0
VID_18343,3.0
VID_4800,1.0
VID_4740,2.0
VID_6502,5.0
VID_9232,2.0
VID_13675,2.0
VID_2567,2.0
VID_3546,2.0
VID_23743,1.0
VID_23270,1.0
VID_12998,1.0
VID_21509,5.0
VID_3602,2.0
VID_21989,1.0
VID_5159,2.0
VID_20289,1.0
VID_7900,2.0
VID_3558,2.0
VID_1764,3.0
VID_13204,1.0
VID_5433,2.0
VID_12037,1.0
VID_19320,1.0
VID_437,2.0
VID_17153,2.0
VID_2276,2.0
VID_8949,2.0
VID_16265,1.0
VID_4154,2.0
VID_10593,1.0
VID_10169,1.0
VID_7906,4.0
VID_6160,2.0
VID_13735,2.0
VID_20644,1.0
VID_22389,2.0
VID_18986,2.0
VID_20038,3.0
VID_8929,2.0
VID_20100,3.0
VID_22080,2.0
VID_2332,4.0
VID_20975,6.0
VID_10824,1.0
VID_15323,1.0
VID_20227,1.0
VID_9309,2.0
VID_23675,1.0
VID_7155,2.0
VID_2486,2.0
VID_16861,1.0
VID_8262,3.0
VID_23488,2.0
VID_7263,2.0
VID_20886,15.0
VID_9753,1.0
VID_8774,2.0
VID_17309,2.0
VID_5337,2.0
VID_3417,2.0
VID_8173,2.0
VID_22302,1.0
VID_19169,3.0
VID_1565,4.0
VID_6686,2.0
VID_15440,2.0
VID_1331,3.0
VID_19093,1.0
VID_10763,1.0
VID_9601,1.0
VID_15982,2.0
VID_3000,5.0
VID_1963,2.0
VID_9075,2.0
VID_16285,1.0
VID_19832,1.0
VID_21280,2.0
VID_2264,2.0
VID_14929,1.0
VID_15811,1.0
VID_22700,2.0
VID_20594,1.0
VID_15193,2.0
VID_7700,1.0
VID_2820,2.0
VID_812,2.0
VID_11751,2.0
VID_22881,1.0
VID_958,2.0
VID_17729,2.0
VID_11596,2.0
VID_19325,5.0
VID_2190,2.0
VID_13073,1.0
VID_6840,2.0
VID_12225,3.0
VID_5837,2.0
VID_18859,1.0
VID_3769,2.0
VID_2115,2.0
VID_3746,2.0
VID_4813,5.0
VID_17143,1.0
VID_8066,2.0
VID_17772,2.0
VID_10821,1.0
VID_10238,1.0
VID_5016,2.0
VID_19825,1.0
VID_23632,1.0
VID_22367,68.0
VID_19159,2.0
VID_5258,2.0
VID_2447,2.0
VID_2285,2.0
VID_9562,2.0
VID_8430,2.0
VID_20007,1.0
VID_12308,11.0
VID_4198,2.0
VID_17417,2.0
VID_16302,1.0
VID_14813,1.0
VID_17865,2.0
VID_16200,2.0
VID_2072,2.0
VID_9596,2.0
VID_6098,3.0
VID_17429,2.0
VID_21895,2.0
VID_9835,1.0
VID_10989,4.0
VID_2035,2.0
VID_12355,2.0
VID_12657,2.0
VID_19220,1.0
VID_19275,1.0
VID_19369,1.0
VID_18225,1.0
VID_9897,1.0
VID_10933,6.0
VID_12062,1.0
VID_3268,2.0
VID_2127,2.0
VID_1366,2.0
VID_798,4.0
VID_11037,5.0
VID_8945,2.0
VID_17210,2.0
VID_6112,4.0
VID_22798,1.0
VID_19582,2.0
VID_1276,2.0
VID_19072,1.0
VID_4995,2.0
VID_14521,3.0
VID_6580,2.0
VID_7648,2.0
VID_13218,2.0
VID_12709,4.0
VID_4152,2.0
VID_5017,2.0
VID_12246,6.0
VID_3971,2.0
VID_388,2.0
VID_303,2.0
VID_18386,1.0
VID_8321,2.0
VID_761,4.0
VID_6250,2.0
VID_3051,2.0
VID_8930,2.0
VID_23327,1.0
VID_10395,2.0
VID_6038,2.0
VID_15890,2.0
VID_13023,2.0
VID_15120,15.0
VID_11617,1.0
VID_18165,1.0
VID_5280,2.0
VID_5648,2.0
VID_10782,2.0
VID_21087,3.0
VID_21352,7.0
VID_9585,1.0
VID_6821,3.0
VID_15087,1.0
VID_19654,1.0
VID_10413,2.0
VID_22027,3.0
VID_5081,2.0
VID_6452,2.0
VID_16047,1.0
VID_14887,1.0
VID_12293,43.0
VID_10093,2.0
VID_12852,2.0
VID_2498,2.0
VID_7027,2.0
VID_2493,2.0
VID_21706,1.0
VID_14603,2.0
VID_5878,2.0
VID_965,4.0
VID_9432,2.0
VID_9060,5.0
VID_6273,11.0
VID_20500,1.0
VID_18347,1.0
VID_12503,1.0
VID_19854,1.0
VID_3007,3.0
VID_10533,2.0
VID_7212,2.0
VID_6928,2.0
VID_10737,1.0
VID_11747,1.0
VID_7988,3.0
VID_8302,2.0
VID_13951,3.0
VID_6027,3.0
VID_15919,1.0
VID_14027,2.0
VID_3261,2.0
VID_4875,2.0
VID_13573,4.0
VID_22534,1.0
VID_11699,2.0
VID_9756,1.0
VID_18923,1.0
VID_14146,2.0
VID_7005,2.0
VID_17570,2.0
VID_10623,1.0
VID_20406,2.0
VID_9855,1.0
VID_4293,2.0
VID_16121,1.0
VID_6836,3.0
VID_21469,1.0
VID_4587,2.0
VID_15753,4.0
VID_19328,1.0
VID_6206,11.0
VID_14693,2.0
VID_2621,2.0
VID_6674,2.0
VID_6064,2.0
VID_1561,3.0
VID_20424,2.0
VID_1743,2.0
VID_634,2.0
VID_3729,2.0
VID_14834,1.0
VID_1112,2.0
VID_12556,2.0
VID_17801,1.0
VID_15945,1.0
VID_22283,4.0
VID_20449,1.0
VID_19298,1.0
VID_13682,2.0
VID_22045,2.0
VID_22228,1.0
VID_10447,2.0
VID_10550,2.0
VID_16309,1.0
VID_14611,1.0
VID_10091,2.0
VID_4195,2.0
VID_21884,3.0
VID_2200,2.0
VID_14959,3.0
VID_22060,1.0
VID_3760,2.0
VID_5295,1.0
VID_15783,1.0
VID_17910,2.0
VID_17958,2.0
VID_18047,2.0
VID_20926,2.0
VID_3731,2.0
VID_994,2.0
VID_13333,3.0
VID_8368,2.0
VID_5073,2.0
VID_20503,4.0
VID_10522,2.0
VID_19652,1.0
VID_4881,2.0
VID_18340,2.0
VID_10149,15.0
VID_5158,2.0
VID_18273,2.0
VID_13454,2.0
VID_13681,2.0
VID_19689,1.0
VID_21289,2.0
VID_6464,2.0
VID_13637,1.0
VID_9351,1.0
VID_8366,1.0
VID_23188,2.0
VID_12067,2.0
VID_8565,2.0
VID_20572,8.0
VID_22159,1.0
VID_19319,1.0
VID_12375,3.0
VID_17832,2.0
VID_7709,1.0
VID_7814,3.0
VID_14806,2.0
VID_19850,1.0
VID_243,2.0
VID_15442,2.0
VID_7036,4.0
VID_380,2.0
VID_15738,3.0
VID_6106,2.0
VID_13875,3.0
VID_7114,2.0
VID_21784,2.0
VID_18238,1.0
VID_2632,2.0
VID_13335,2.0
VID_11278,2.0
VID_20865,3.0
VID_5590,2.0
VID_10834,1.0
VID_14776,2.0
VID_14535,20.0
